id,x,y
148,-25.312817,-36.921925
815,-29.21973,-40.923916
1775,17.692022,-62.891834
579,65.9953,11.063734
1024,50.239605,-26.538006
133,8.488088,-57.509083
258,3.1710162,-15.598418
164,-54.297016,-18.790848
539,-17.505888,22.114285
583,-1.4543637,-10.201709
1434,-1.5659181,65.559235
277,41.502937,-19.70506
1952,26.733063,29.20144
46,5.867919,-47.06327
851,-71.57843,-16.514648
1759,-12.1375,18.867546
104,-30.798767,-45.96039
1562,2.397304,-23.456705
281,-68.28823,-24.310661
378,-9.507811,11.649937
553,3.479548,-25.286215
201,-51.99229,25.38078
1780,-34.426888,-38.647827
1158,55.886463,14.0090065
987,74.54616,8.908785
429,17.545559,-54.66787
1502,35.674,-21.650139
338,-66.315735,-23.005192
1834,46.301025,-31.321915
966,12.631044,-13.376631
1149,12.269352,-62.63049
1293,46.277706,-20.933886
497,0.4073797,-16.185976
648,-58.69846,30.42344
418,8.710516,-50.950165
389,65.90829,15.867146
1656,-7.039583,16.191193
1556,-14.780522,19.368647
1079,-2.2911794,-25.65677
790,16.693922,-49.648365
1790,13.995598,-64.71639
1800,-59.875435,-17.715189
24,-60.933247,30.406023
427,52.331425,-13.08878
1152,-10.597298,27.301218
721,14.295973,-58.614464
715,25.814245,20.889868
1568,-21.08842,28.12088
1496,17.956596,-60.118652
60,-9.321996,21.97767
1125,57.69624,11.616355
1525,30.111073,24.75637
1013,-0.22199711,-24.56524
1008,14.682031,-51.57948
1582,-32.01543,-47.93189
1291,-18.233541,19.668222
1980,2.7736948,-9.020636
103,-18.645378,16.005074
270,66.860085,21.344662
1011,49.111042,-27.39619
146,-13.559338,27.890549
808,-0.09139471,-18.642975
1053,5.974141,-15.894657
1646,-1.8189645,51.56265
207,-13.18012,25.155754
1335,18.718931,-54.95199
1108,-61.167458,-12.968003
679,18.879393,23.385971
1308,-65.86755,-10.701828
1574,4.3856287,-57.701107
501,52.521687,-24.514566
662,-24.46987,-51.121124
414,-3.2313867,-18.067417
1314,-27.525656,16.926403
1466,-68.522736,23.605293
1236,-0.05715373,65.90159
956,3.5455952,-13.125472
1802,-37.41155,-38.3882
397,5.123136,54.470264
1103,-28.987133,-49.047817
344,-27.11597,-49.874702
985,-8.884106,25.425026
1878,9.002848,66.9912
570,-24.439213,-38.734154
1962,-14.351492,31.595264
534,-60.946686,-16.417103
82,67.86846,22.817575
317,21.57655,24.021437
942,21.2743,14.772669
726,-37.422947,-39.994114
1905,-34.0199,-42.755905
1494,9.264169,-61.51688
1708,-20.749155,20.481138
1939,54.286133,-27.91441
1437,58.60053,21.272821
1325,-22.888948,11.280283
707,-16.44754,21.69596
930,12.98573,-53.333298
1852,8.019202,64.65969
1124,-58.94384,-14.065659
825,49.180885,-31.746185
1564,-20.370716,22.375387
140,-62.826393,-18.9373
1917,-34.57964,-49.243317
1259,61.668854,20.801533
1877,-6.094963,62.88074
1699,4.367468,-20.748178
1389,-63.437084,26.661993
1631,59.613617,4.9702454
569,9.236067,-16.581022
904,-57.776676,33.452038
1271,49.667213,-14.493271
395,9.934319,-61.949867
998,73.584625,13.611203
1773,55.506863,-25.184586
626,-28.70796,-43.260487
1982,-11.648784,17.702665
938,6.6333895,63.912865
770,-8.977199,19.380064
981,-70.05916,-16.583225
272,-51.513763,29.72225
622,-66.7861,27.094893
185,-2.6436841,54.55402
677,15.717307,-60.590626
478,-26.74765,-51.052097
1326,76.41517,11.649395
12,-34.299667,-36.594677
42,-67.538414,-15.882956
658,-16.627436,28.776455
115,-6.2374434,64.88877
1408,3.922248,62.842228
1181,-25.593897,18.136179
1028,66.40658,25.26008
885,-15.897338,15.375981
1401,2.723733,-14.843867
1328,13.682148,-62.14882
1545,72.23878,10.273926
96,-15.397108,26.394339
1183,61.543434,11.859506
954,-58.371037,-18.86241
79,11.860418,56.507526
1534,7.767838,-60.09551
90,5.39441,58.111122
973,-8.025269,62.440533
852,12.099411,-20.313824
85,69.31407,11.748368
857,-25.77253,-37.82094
783,62.71891,12.077723
310,61.809788,5.8727417
764,8.715806,-47.712765
1457,67.6492,10.024712
1309,46.72733,-29.877277
230,-61.706272,28.693531
936,27.749653,-48.24178
527,19.351181,-44.064087
1022,9.76019,60.923473
1481,2.3165686,65.06169
1046,5.033939,67.340645
1835,-61.447445,19.700829
1138,19.38862,-59.885773
1405,-1.3903625,-19.320477
1088,28.522497,34.508194
229,2.4023385,-10.96587
450,11.922882,58.378696
1501,27.565205,25.417227
1640,-59.21626,31.901377
1176,64.81179,5.9418364
969,4.429476,61.575714
531,0.3643926,-18.63151
657,-6.8863683,24.53789
1302,9.696114,-58.96542
493,-35.452084,-40.31622
1713,3.8860672,-8.7283325
1677,-10.188217,30.20641
1810,1.3870863,46.961765
1241,-17.8084,17.364037
448,-49.6414,24.955458
145,26.966862,21.892172
428,13.669504,-53.07843
1686,-64.95295,33.55884
1528,55.718884,-20.886139
1909,-27.84432,-37.229176
0,9.648519,-58.49913
1347,8.707983,55.057175
1107,-61.612312,24.388134
210,-29.031347,-46.320457
110,-1.2320919,56.231762
147,45.046284,-26.156189
675,-29.379932,-34.74732
1695,7.1425014,65.94704
962,-67.3586,-18.35837
1848,62.525864,9.873594
1454,-4.262012,-22.898966
1122,3.394006,-1.5951657
822,32.15952,25.793688
212,47.07456,-26.386873
1610,0.92757195,54.437275
54,0.24643876,50.43195
1928,70.36833,10.526236
1453,-30.60838,-41.120293
1196,0.94779927,-25.752048
204,-39.718857,-40.81325
1492,24.761534,-58.229095
749,62.392086,24.301384
1658,-55.41694,30.266415
1860,47.3506,-35.753494
1707,11.641715,-47.542088
1374,11.783119,-62.566032
766,-63.15528,30.34166
704,24.239605,22.393362
856,15.630367,-52.03774
650,1.2413507,-19.459011
664,-6.329153,21.12607
1720,65.81026,17.128448
458,11.169915,-45.37635
1162,0.93246853,-50.114094
416,-56.649414,26.13286
573,29.198402,22.63481
50,5.6635356,-50.58723
1689,52.47667,-29.118862
55,-3.1374784,65.864296
1333,-56.100414,39.39947
1195,-7.3428245,58.774475
134,12.963312,-57.622498
731,-16.997328,16.187923
552,5.2535524,-49.461346
1377,-18.253765,18.523823
66,3.8848214,-21.365887
1888,15.646837,-58.41255
1215,-17.95495,15.17813
1679,64.64125,10.067704
1379,29.517256,17.172323
1906,75.51333,17.075438
655,-32.460663,-45.95332
438,20.75633,-54.38584
1892,-56.34204,27.909544
1313,55.89945,15.14156
285,-60.217876,34.495518
335,19.715988,26.48518
1641,18.56031,-53.418697
738,53.3562,16.249619
1025,24.821596,15.3912325
701,19.350636,18.365837
442,48.033314,-28.287735
420,-22.517956,23.993227
1384,-64.76965,-17.773022
1478,33.95733,23.121052
1644,7.813734,-53.87748
261,27.134579,18.294376
1047,-54.098587,41.12536
1476,6.750721,-17.982819
173,3.7026339,-23.989305
275,17.219568,-53.715115
509,-50.2262,32.295902
274,69.548386,23.49474
100,70.96118,11.727833
1827,-4.4653215,57.172756
1161,8.38087,-61.218647
486,15.496017,-57.07162
638,-53.02977,-14.032967
174,-67.7952,30.208397
252,-35.934616,-45.659916
343,-69.349915,-11.80254
1628,45.946926,-16.150612
1105,-58.08057,23.696861
1469,-24.15331,15.136531
847,20.526505,20.197828
400,60.75614,15.115806
1768,46.08843,-28.56121
1360,-31.950123,-45.39694
1999,24.981556,-49.265656
1941,-36.02622,-43.90876
1767,-68.3092,-17.713799
991,-64.25684,-9.085453
1373,-65.83617,-11.57826
351,4.4509697,-13.486923
356,-1.6022243,61.878487
1212,-22.220877,21.81469
1956,6.621045,-53.179768
612,-63.21687,-25.04681
1448,-24.693747,-45.24816
1705,-62.455975,-8.566207
618,-70.793175,-22.182184
1404,7.740999,62.74361
812,1.3858716,69.932335
289,-36.93643,-46.30373
1752,23.054651,27.543365
5,9.239433,62.520573
943,-59.07352,41.96477
1436,12.302429,-60.58552
894,-18.386726,10.633138
905,60.434875,9.536967
602,55.83683,-24.208546
1172,-40.652336,-43.1756
1243,-5.7480497,-24.341902
449,-21.026215,21.912434
1511,22.827816,20.608086
69,-19.772602,-46.581295
611,-37.034916,-48.52405
1692,-6.963971,7.4701185
326,-7.225706,56.173634
1399,19.06143,19.581898
163,9.429177,-52.966793
665,14.566825,20.219862
136,-8.549022,17.572712
1605,44.27676,-33.999214
1874,18.288738,23.918951
1900,-15.745468,25.3206
76,-18.717152,23.460384
1706,58.378563,17.312098
776,-60.70115,-18.057156
794,6.4792447,54.161865
158,12.597107,-52.662983
495,6.7478147,-24.08844
1106,6.238486,61.356575
1055,36.885445,-15.561367
1523,-16.69384,11.231896
142,-10.497004,-17.419544
882,-65.247925,-14.84075
773,66.764854,19.793774
587,16.241875,-60.16832
424,45.96401,-27.936802
791,18.81386,29.07744
89,23.542671,15.202276
17,-7.242214,27.139975
695,3.9028242,71.68697
171,20.720638,-50.03561
568,2.9831235,-19.624128
1431,6.875796,-49.007256
177,-23.655392,-46.02413
39,0.1606156,-50.053123
444,22.16119,-54.77155
1598,10.56553,63.75152
1816,-31.847641,-51.202347
536,-10.542774,11.21343
1683,-19.27188,16.730555
1312,49.117413,-12.681548
1596,-60.64647,-9.351318
1260,-56.016037,24.804804
309,63.313213,25.823181
549,12.233915,65.80609
1893,26.11085,17.61776
1198,24.571234,21.947979
364,-65.32558,22.381023
607,5.6225843,-11.366286
1483,-31.069132,-36.493015
1515,40.56554,-25.93688
386,51.63093,-24.998755
1743,-67.74088,-21.848461
1621,-26.75414,-36.194817
183,-21.182432,-39.190018
1614,26.943098,27.832195
959,52.56249,-26.26573
748,-49.511,22.351042
1859,55.170013,-17.983562
1760,53.32987,-27.568172
141,45.42667,-18.594463
634,-54.851887,39.060844
1133,23.385183,17.802412
1242,5.6864486,58.925907
388,-63.701454,-12.411554
1627,53.13256,12.277372
1667,13.933943,-62.84312
1031,-63.888985,29.061005
379,13.707085,-60.788795
122,-49.356018,33.11307
1678,1.6034641,67.77253
1896,56.42058,-20.859768
1911,-60.566547,27.6458
1858,7.7078834,-50.175606
1538,43.511852,-27.983181
974,18.330975,26.679462
1730,-59.69991,39.501385
1223,51.744434,-20.127127
33,6.2363257,62.814075
61,48.962563,-25.394377
674,66.99342,23.297815
1916,64.38453,19.922024
635,11.123491,-58.116955
932,36.253048,18.023748
1961,-68.74635,30.519102
482,-13.840205,15.526961
946,-21.80416,19.437006
1791,-12.331384,26.2366
1173,-22.628962,-38.85372
1710,10.272222,-47.911983
58,-6.530686,17.337873
1365,-56.910297,28.231361
1136,-3.329834,-10.084327
156,-58.102688,29.029802
902,-65.15537,-17.263739
126,31.821482,23.610735
18,-66.670845,-17.682716
36,-28.593414,21.011843
785,-63.96683,30.80437
1489,3.1696982,-9.642328
724,-7.492705,-15.985445
181,45.767696,-32.653416
513,24.866848,16.398634
1799,49.707012,-31.471619
805,11.608521,-50.03217
197,13.933948,58.530617
734,21.82425,22.07205
804,42.70723,-16.779963
1428,52.989067,-25.086246
1033,46.067356,-21.909668
1120,28.377039,28.597914
692,-60.761196,-11.603322
1480,13.433597,-48.991123
1327,45.832527,-12.639106
1599,23.705587,21.223372
231,-14.756657,17.505074
1865,-20.344425,-41.325497
917,-4.0665064,-16.774021
1208,7.6748333,58.332638
1077,-55.540173,27.515966
920,-70.25514,-14.4945
988,4.6374316,-28.634926
983,9.032537,-15.197895
628,17.47671,-56.43929
259,-55.5946,-19.117395
1442,21.258818,20.100979
1400,-52.285645,18.101814
298,-69.51271,-23.727228
871,14.59259,-50.20689
1110,-30.551018,-50.089226
1075,50.4024,-28.96027
1135,20.969765,-56.130325
516,10.401105,-47.96301
214,11.701353,50.649418
571,-40.95137,-46.642525
1140,38.05293,-28.465143
1422,-25.60317,-48.782207
1387,15.702377,37.190956
727,36.128864,-23.488127
1698,-55.583683,21.887089
1007,50.29216,10.735736
555,-31.591476,-43.70831
1544,-0.66221833,63.582916
149,16.696417,23.794098
215,1.5846962,-22.346823
1696,-64.59328,-25.30858
830,32.369396,27.80697
360,-5.68306,-20.252142
669,10.641514,-53.796352
1770,30.22712,25.431896
20,60.06356,18.359749
189,59.593616,13.684495
390,17.428371,-58.422455
327,-56.33844,-6.3243995
554,-63.445217,-6.6363072
1059,-32.20091,-43.789463
1763,-19.557076,-42.539368
1681,1.7509062,61.149
1584,52.267677,-26.578396
940,2.2823782,-6.784819
507,17.069088,-51.04672
1180,22.933172,14.556786
1155,21.366398,21.548582
1116,36.476845,-29.190767
375,52.103874,-21.349375
246,-2.1825907,-53.429775
70,25.490015,22.90854
1130,20.408218,-52.337276
1267,18.019732,21.125366
1010,-31.804888,-42.579445
1477,-2.5247936,-53.276768
896,19.220285,21.432068
1004,12.192919,-23.224783
1757,6.5598726,-58.314358
1085,6.1836777,-18.07171
86,-16.855627,22.009289
431,52.205566,-28.073574
1746,74.74747,12.678226
1254,-57.8985,25.183851
1197,-31.493969,-55.28203
1132,-23.03676,-39.77241
926,-53.813343,20.674088
1421,66.47389,12.835387
178,50.96455,-15.716346
545,18.216354,25.850504
1249,19.473278,-65.637054
1620,-2.0317643,-22.488468
1096,65.36409,18.297037
1547,51.18195,-31.627604
729,24.279106,-55.02829
1231,-15.890483,28.08639
1479,23.978577,19.684317
747,-30.144247,-52.517014
1089,23.55009,-43.702488
525,-25.629091,22.227446
712,-36.579544,-52.56785
913,-52.65702,22.668253
1068,-63.60016,-22.434628
1711,-58.897,-21.153103
1423,8.171107,23.87956
1947,-66.27912,-19.973145
624,-13.552665,24.081121
699,15.976307,20.712824
1949,24.956589,14.875309
1058,3.9510229,-53.509617
322,-55.841866,-28.471886
1792,-54.99995,-21.171474
879,33.51342,16.856258
941,-27.0094,-52.92093
1815,5.394015,-18.375994
654,-37.492638,-48.552216
1811,18.870806,29.68288
393,-61.346775,40.626232
1189,-61.525505,-18.852901
1950,-4.0049024,-20.266626
832,52.888233,-15.686001
1634,6.088521,-12.3546
44,-52.837948,25.93246
125,-13.063984,-30.61111
758,-55.71224,29.887526
1702,-8.51563,20.4733
1307,-60.777252,40.662632
319,9.580215,53.244434
620,-63.36488,-20.974216
935,-16.27008,10.291084
637,1.7233342,63.347992
1625,-9.736072,15.368533
576,41.302437,-24.527838
1224,58.361668,12.837716
1611,-68.04737,-11.439653
403,10.965382,-62.58267
1623,4.86226,62.66074
1170,48.8315,-19.268612
1832,10.193019,-20.617493
897,6.1490593,68.27751
1456,1.4252814,-15.61917
1340,-22.06503,20.907976
652,-67.72646,-20.67087
835,1.8544587,66.214226
1664,-32.247513,-53.599995
176,-23.17454,16.900625
124,-29.935287,-38.512833
57,-65.084435,21.096983
1979,-3.3244932,-15.809002
850,-7.0415583,-20.58312
1264,-10.7580185,21.376797
99,57.895912,10.258516
980,-58.638023,-7.353199
1954,4.1591067,-6.579809
1093,-57.902134,-26.591019
1942,52.054768,-33.144474
347,-9.704357,19.639431
1988,22.255228,-52.45685
901,59.92298,11.106141
262,-8.362887,25.423338
803,6.3476067,58.426342
425,-61.831985,20.499119
1213,51.856644,-31.140194
374,-62.083908,-15.697061
923,-3.7780728,54.643482
1970,8.561278,52.494766
1645,36.26757,-28.434925
1817,5.0240507,50.89825
994,38.864014,-26.679272
1880,67.849304,18.73063
1354,-10.007254,-13.441605
1594,-21.044373,25.078325
1870,1.0444338,44.866024
1461,-62.453396,-11.422756
159,46.96492,-14.0004015
680,-33.52347,-47.418804
1957,72.69531,19.024775
1771,-19.5014,25.966396
1062,70.25359,18.461664
800,2.461031,65.83152
1493,10.023744,-63.67021
1919,6.49798,51.171272
778,43.05869,-30.99691
767,-60.22495,-14.66443
1385,-1.31936,-18.006998
1765,-60.944202,22.427023
1182,-57.539005,-9.741471
451,-40.6513,-35.79761
481,35.470848,-28.88561
143,27.49568,19.793344
1295,-55.106316,25.770578
563,44.79822,-29.188112
1968,37.202106,-18.269543
723,-57.408253,31.182926
1157,-64.639595,23.540798
1386,67.69403,9.033136
1126,15.215268,-60.942318
1569,20.343988,24.253967
1747,13.036559,56.432907
886,53.762947,8.559498
1619,51.957962,-32.018414
290,3.3057961,66.439156
234,3.4162583,59.37704
32,-58.968296,22.052227
876,-54.845238,34.937313
613,11.811311,-57.39219
1890,59.59537,17.206161
1193,70.99883,14.965934
1395,56.7418,20.811413
72,19.077625,-52.048542
1115,53.492474,-25.979492
1615,7.747865,-12.931106
435,-57.704582,38.59613
1578,-16.804546,9.619241
898,29.372551,22.791168
663,-2.8765175,61.692677
1451,50.36098,-15.484497
866,48.374763,-20.237986
139,1.0339304,58.07807
1571,1.9050359,52.256027
1680,22.447014,12.478599
1913,1.8091289,-18.062674
1277,-69.600174,29.58401
1733,-69.660614,-25.834538
1629,-69.49987,-10.01667
1039,-60.807682,-20.244116
1032,14.845889,60.91876
915,21.809582,14.130449
437,5.70191,-10.044824
266,19.065722,26.802336
7,-56.805035,19.725368
311,-55.988575,-8.51838
1274,71.21658,13.519878
1101,38.38168,-19.035704
861,-60.424046,23.972897
325,-54.439713,-23.16228
918,-5.140877,-18.771112
1411,63.463352,5.650383
1682,40.29841,-21.564676
1983,43.87801,-28.595938
1572,-8.562286,2.0971086
412,-54.21484,28.410183
1975,-30.63743,-47.296387
1647,-53.611958,30.67385
368,59.8325,22.2664
1439,38.730198,-31.926533
1519,-1.2261419,23.227953
725,42.43615,-22.771606
999,11.425413,60.62867
1904,48.219032,-23.593767
1098,59.43306,9.063052
1995,-55.39261,39.508446
71,20.837454,30.029062
685,-4.6429515,60.165928
1002,12.013095,-54.772255
1613,1.4177082,57.934513
1652,41.4283,-16.194012
1190,31.670311,22.950378
1742,-10.42141,24.270918
1394,-54.32455,31.969215
1154,0.2988204,64.85846
1764,51.276085,-23.803864
1043,20.358446,22.99523
132,-3.785688,-6.05251
503,-25.501846,-38.31436
1393,19.333803,-57.17167
1796,43.09529,-32.27124
1191,52.75049,-30.028948
276,-56.64719,-20.679892
1368,40.854317,-29.985043
895,26.871454,-48.85079
1924,5.0798726,-54.517082
3,44.545067,-24.415646
1943,-33.137234,-52.080338
88,-10.529704,19.381819
1219,55.68718,17.37463
511,55.873806,-22.534754
807,65.47124,6.9004035
1937,9.196737,51.700493
1142,-59.668217,-25.309826
1687,16.105145,-46.91609
883,27.779991,20.276684
928,62.783268,7.9245443
422,-63.85336,-5.53759
709,-35.559837,-40.73498
989,-65.61882,-25.691101
599,-67.67051,28.742577
1821,33.380367,19.66739
1320,13.226804,-60.118793
833,67.181435,4.412522
1990,8.453844,43.885246
1723,3.1160297,-5.5827055
908,2.9613135,59.67267
227,-19.222614,14.585209
1192,-55.40468,23.240145
955,1.1176475,-20.347118
1342,-30.445961,-44.950428
1597,8.813992,-14.694666
1417,48.929947,-29.528513
702,-55.75583,-13.544334
719,58.08558,-23.579798
358,-7.0363283,-11.529585
906,57.025562,18.268744
232,24.46674,13.285187
1930,-20.143541,-43.45733
1388,-55.035633,-18.831457
1585,-4.8762383,64.598206
188,-59.98337,20.43132
604,-25.670431,-37.28736
488,-1.1809834,66.87732
302,-33.50628,-50.096813
239,-32.20983,-52.26248
900,-58.113644,-11.369795
283,-33.382954,-49.04102
1041,67.80471,11.12031
1977,53.563793,-8.91975
521,-62.968918,36.40637
1432,40.39239,-23.496275
541,0.17258409,-12.161684
1362,0.1316855,55.838585
1609,-31.104311,-40.62077
580,-58.987736,27.902597
8,4.1724067,-23.162537
526,-23.112328,14.8699665
756,22.30277,-63.90172
1966,14.154971,28.713865
784,-50.81002,21.514229
610,-8.132246,-19.305408
1497,-4.7116156,-21.697258
1787,25.439354,12.7059145
588,-63.314312,-17.215712
640,-30.486898,-50.846962
94,14.281176,23.803331
34,45.807358,-23.872007
1113,3.681895,-26.706787
1319,-29.11569,-47.06758
733,-61.184,31.314112
829,10.579176,-60.135303
1146,-39.85185,-45.278557
45,-62.64223,-10.351802
809,17.386658,-55.50628
1447,-18.356236,27.69684
1981,-1.3887138,-16.505852
1703,-4.596235,62.63674
200,-59.071377,-16.183529
1766,-21.815556,17.605495
1555,-63.549614,37.264767
514,-15.008455,21.893862
1908,19.485535,21.890146
581,-28.090801,-41.905193
341,18.65379,18.247635
1463,4.5152216,-20.154884
591,-8.523844,13.779448
1258,18.525805,-57.67918
1965,12.059255,-14.252087
1772,-30.323183,-43.921738
1548,-36.349518,-43.57775
691,-8.652048,58.853592
15,-64.69393,28.65045
1946,-23.861782,23.479937
1090,20.949059,11.095045
1341,-17.330654,25.45409
1761,7.2724423,-10.167401
1724,-67.35696,-7.9648404
1257,-57.49012,27.780102
772,-6.232086,56.717438
65,-66.0448,-25.898521
